datetime,year,month,day,hour,min,sec,recno,kindat,kinst,ut1_unix,ut2_unix,pierce_alt,gps_site,sat_id,gnss_type,gdlatr,gdlonr,los_tec,dlos_tec,tec,azm,elm,gdlat,glon,rec_bias,drec_bias,band_filtered
2011-03-11 06:00:00,2011,3,11,6,0,0,720,3505,8000,1299823200.0,1299823201.0,350.0,g110,15,GPS     ,37.35655212402344,138.50852966308594,27.975819,0.122638,26.016273,6.397339,67.230598,38.588608,138.685944,-215459.5,1.301841,-0.9683191238661674
2011-03-11 06:00:00,2011,3,11,6,0,0,720,3505,8000,1299823200.0,1299823201.0,350.0,g110,18,GPS     ,37.35655212402344,138.50852966308594,35.521709,0.30876,21.908115,-48.491127,34.046238,40.050266,134.433167,-215465.5,1.302627,-1.5707422622112823
2011-03-11 06:00:00,2011,3,11,6,0,0,720,3505,8000,1299823200.0,1299823201.0,350.0,g110,21,GPS     ,37.35655212402344,138.50852966308594,41.68684,0.24147,28.842098,-98.758774,40.534241,36.757496,134.343292,-215468.65625,1.305736,-2.087783721643831
2011-03-11 06:00:00,2011,3,11,6,0,0,720,3505,8000,1299823200.0,1299823201.0,350.0,g110,26,GPS     ,37.35655212402344,138.50852966308594,35.77264,0.217791,23.051699,59.359051,36.395515,39.242695,142.79071,-215456.59375,1.301667,-2.2232067560140973
2011-03-11 06:00:00,2011,3,11,6,0,0,720,3505,8000,1299823200.0,1299823201.0,350.0,g110,27,GPS     ,37.35655212402344,138.50852966308594,27.14329,1.045269,27.010775,-162.67981,84.036827,37.049004,138.392639,-215452.25,1.301981,-1.8962895391289367
2011-03-11 06:00:00,2011,3,11,6,0,0,720,3505,8000,1299823200.0,1299823201.0,350.0,g110,28,GPS     ,37.35655212402344,138.50852966308594,56.040768,0.220413,21.778831,47.357933,14.095617,43.138847,147.587387,-215464.234375,1.303359,-1.248596138862935
2011-03-11 06:00:00,2011,3,11,6,0,0,720,3505,8000,1299823200.0,1299823201.0,350.0,g111,5,GPS     ,37.405738830566406,136.90032958984375,63.706741,0.391872,29.722464,129.100662,21.401466,33.022587,143.052765,-215707.640625,1.301801,-0.5706327426138257
2011-03-11 06:00:00,2011,3,11,6,0,0,720,3505,8000,1299823200.0,1299823201.0,350.0,g111,9,GPS     ,37.405738830566406,136.90032958984375,29.788492,0.448697,26.758158,-149.214417,62.446953,36.060673,135.923187,-215700.984375,1.301503,-0.17596142722082517
2011-03-11 06:00:00,2011,3,11,6,0,0,720,3505,8000,1299823200.0,1299823201.0,350.0,g111,15,GPS     ,37.405738830566406,136.90032958984375,28.169527,0.451551,26.168259,9.469537,67.065758,38.636902,137.164291,-215705.671875,1.301694,-0.27251112575968167
2011-03-11 06:00:00,2011,3,11,6,0,0,720,3505,8000,1299823200.0,1299823201.0,350.0,g111,18,GPS     ,37.405738830566406,136.90032958984375,33.402405,0.84021,21.05521,-48.626591,35.197544,39.999985,132.961853,-215709.328125,1.301955,-0.8764201064507299
2011-03-11 06:00:00,2011,3,11,6,0,0,720,3505,8000,1299823200.0,1299823201.0,350.0,g111,21,GPS     ,37.405738830566406,136.90032958984375,42.599777,0.978623,30.185484,-100.057816,42.032478,36.769409,132.965271,-215716.765625,1.305535,-1.7482499269412128
2011-03-11 06:00:00,2011,3,11,6,0,0,720,3505,8000,1299823200.0,1299823201.0,350.0,g111,26,GPS     ,37.405738830566406,136.90032958984375,38.172043,0.910028,24.034874,59.137718,35.137737,39.385536,141.37056,-215704.671875,1.301735,-2.3572044051259353
