year,month,day,hour,min,sec,recno,kindat,kinst,ut1_unix,ut2_unix,pierce_alt,gps_site,sat_id,gnss_type,gdlatr,gdlonr,los_tec,dlos_tec,tec,azm,elm,gdlat,glon,rec_bias,drec_bias,datetime
2011,3,11,0,0,0,0,3505,8000,1299801600.0,1299801601.0,350.0,mizu,10,GPS     ,39.135169982910156,141.13282775878906,19.959688,0.084136,17.879513,-93.931129,62.102577,39.00016,139.121048,-91254.953125,1.30159,2011-03-11 00:00:00
2011,3,11,0,0,0,0,3505,8000,1299801600.0,1299801601.0,350.0,mizu,12,GPS     ,39.135169982910156,141.13282775878906,42.544945,1.319248,15.886557,-69.574265,12.447887,41.907101,128.818695,-91277.117188,1.34452,2011-03-11 00:00:00
2011,3,11,0,0,0,0,3505,8000,1299801600.0,1299801601.0,350.0,mizu,13,GPS     ,39.135169982910156,141.13282775878906,22.6618,0.1836,19.086258,94.975517,55.423416,38.919765,143.731339,-91270.921875,1.303857,2011-03-11 00:00:00
2011,3,11,0,0,0,0,3505,8000,1299801600.0,1299801601.0,350.0,mizu,17,GPS     ,39.135169982910156,141.13282775878906,23.208885,0.510796,16.377247,173.604721,41.767159,35.888756,141.578537,-91259.148438,1.313854,2011-03-11 00:00:00
2011,3,11,0,0,0,0,3505,8000,1299801600.0,1299801601.0,350.0,mizu,20,GPS     ,39.135169982910156,141.13282775878906,44.980759,0.952217,16.340317,60.78949,11.269609,43.523628,153.527267,-91262.320312,1.366254,2011-03-11 00:00:00
2011,3,11,0,0,0,0,3505,8000,1299801600.0,1299801601.0,350.0,mizu,23,GPS     ,39.135169982910156,141.13282775878906,29.220898,0.502807,17.930386,52.608067,33.781567,41.602718,145.596848,-91292.296875,1.317923,2011-03-11 00:00:00
2011,3,11,0,0,30,1,3505,8000,1299801630.0,1299801631.0,350.0,g103,2,GPS     ,40.897499084472656,140.85922241210938,17.987137,0.467428,12.483309,-56.257511,40.724525,42.691235,137.074814,-215235.828125,1.301747,2011-03-11 00:00:30
2011,3,11,0,0,30,1,3505,8000,1299801630.0,1299801631.0,350.0,g103,4,GPS     ,40.897499084472656,140.85922241210938,15.478738,0.440063,15.068469,-8.063622,76.069366,41.618664,140.721161,-215212.953125,1.301781,2011-03-11 00:00:30
2011,3,11,0,0,30,1,3505,8000,1299801630.0,1299801631.0,350.0,g103,5,GPS     ,40.897499084472656,140.85922241210938,39.591003,0.188305,16.200006,-112.06424,16.162594,37.353588,131.199356,-215218.46875,1.301716,2011-03-11 00:00:30
2011,3,11,0,0,30,1,3505,8000,1299801630.0,1299801631.0,350.0,g103,10,GPS     ,40.897499084472656,140.85922241210938,17.446793,0.173197,15.677169,-97.906525,62.488529,40.657299,138.84729,-215216.34375,1.301632,2011-03-11 00:00:30
